seq,scenario_id,decided_at,action,status,prev_hash,row_hash,data_fingerprint,engine_version,config_fingerprint,calibration_fingerprint,effective_calibration_fingerprint
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approve,approved,0000000000000000000000000000000000000000000000000000000000000000,2eeff783d8552b7078ee3e63754c0b7efaf986c382dbf22f8d989141de6528d5,9b5120157a274c2fae3f5ea7b82b292bf00a3c2504109cc9c66e5e83d25c3d39,stage3.5,62336454841dec3e,ec6729d77443c890,a131ad4285ed497e
