seq,scenario_id,decided_at,status,policy,campaign_id,recommended_spend,spend_share
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,GOOGLE_BRAND,11084.52,0.0800874533615789
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,GOOGLE_NONBRAND,33310.06,0.24067058174114841
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,GOOGLE_PMAX,15420.33,0.11141438327461683
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,GOOGLE_SHOPPING,15600.0,0.11271252814200622
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,META_ADV_SHOPPING,17470.99,0.12623073410536598
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,META_PROSPECTING,24102.1,0.17414157849560563
1,SCN-e34a94f8174ffc70,2026-06-20T15:15:57.492986+00:00,approved,expected,META_RETARGETING,21417.2,0.15474274087967793
